YEAR,City,Province,TOTAL CRIME SEVERITY INDEX,VIOLENT CRIME SEVERITY INDEX,NON-VIOLENT CRIME SEVERITY INDEX,YOUTH CRIME SEVERITY INDEX,YOUTH VIOLENT CRIME SEVERITY INDEX,YOUTH NON-VIOLENT CRIME SEVERITY INDEX
12/31/2013 12:00:00 AM,Trenton, Nova Scotia,0,0,0,0,0,0
12/31/2012 12:00:00 AM,Trenton, Nova Scotia,0,0,0,0,0,0
12/31/2011 12:00:00 AM,Trenton, Nova Scotia,0,0,0,0,0,0
12/31/2010 12:00:00 AM,Trenton, Nova Scotia,28,56,17,0,0,0
12/31/2017 12:00:00 AM,Truro, Nova Scotia,112,112,112,0,0,0
12/31/2016 12:00:00 AM,Truro, Nova Scotia,100,96,101,0,0,0
12/31/2015 12:00:00 AM,Truro, Nova Scotia,96,89,98,0,0,0
12/31/2014 12:00:00 AM,Truro, Nova Scotia,115,107,117,0,0,0
12/31/2013 12:00:00 AM,Truro, Nova Scotia,98,68,109,0,0,0
12/31/2012 12:00:00 AM,Truro, Nova Scotia,113,93,120,0,0,0
12/31/2011 12:00:00 AM,Truro, Nova Scotia,140,160,133,0,0,0
12/31/2010 12:00:00 AM,Truro, Nova Scotia,165,177,161,0,0,0
12/31/2017 12:00:00 AM,Victoria County, Nova Scotia,86,77,89,0,0,0
12/31/2016 12:00:00 AM,Victoria County, Nova Scotia,111,146,98,0,0,0
12/31/2015 12:00:00 AM,Victoria County, Nova Scotia,78,50,88,0,0,0
12/31/2014 12:00:00 AM,Victoria County, Nova Scotia,120,135,114,0,0,0
12/31/2013 12:00:00 AM,Victoria County, Nova Scotia,116,133,110,0,0,0
12/31/2012 12:00:00 AM,Victoria County, Nova Scotia,92,62,103,0,0,0
12/31/2011 12:00:00 AM,Victoria County, Nova Scotia,110,92,116,0,0,0
12/31/2010 12:00:00 AM,Victoria County, Nova Scotia,108,92,114,0,0,0
12/31/2017 12:00:00 AM,Westville, Nova Scotia,43,36,45,0,0,0
12/31/2016 12:00:00 AM,Westville, Nova Scotia,44,46,43,0,0,0
12/31/2015 12:00:00 AM,Westville, Nova Scotia,33,33,33,0,0,0
12/31/2014 12:00:00 AM,Westville, Nova Scotia,41,41,41,0,0,0
12/31/2013 12:00:00 AM,Westville, Nova Scotia,46,50,44,0,0,0
12/31/2012 12:00:00 AM,Westville, Nova Scotia,61,55,63,0,0,0
12/31/2011 12:00:00 AM,Westville, Nova Scotia,61,79,54,0,0,0
12/31/2010 12:00:00 AM,Westville, Nova Scotia,65,50,72,0,0,0
12/31/2017 12:00:00 AM,Windsor, Nova Scotia,92,125,80,0,0,0
12/31/2016 12:00:00 AM,Windsor, Nova Scotia,99,128,88,0,0,0
12/31/2015 12:00:00 AM,Windsor, Nova Scotia,95,107,91,0,0,0
12/31/2014 12:00:00 AM,Windsor, Nova Scotia,123,136,117,0,0,0
12/31/2013 12:00:00 AM,Windsor, Nova Scotia,92,71,99,0,0,0
12/31/2012 12:00:00 AM,Windsor, Nova Scotia,135,124,140,0,0,0
12/31/2011 12:00:00 AM,Windsor, Nova Scotia,125,93,137,0,0,0
12/31/2010 12:00:00 AM,Windsor, Nova Scotia,118,99,125,0,0,0
12/31/2017 12:00:00 AM,Windsor, Nova Scotia,41,44,40,0,0,0
12/31/2016 12:00:00 AM,Windsor, Nova Scotia,42,32,45,0,0,0
12/31/2015 12:00:00 AM,Windsor, Nova Scotia,43,55,39,0,0,0
12/31/2014 12:00:00 AM,Windsor, Nova Scotia,45,37,48,0,0,0
12/31/2013 12:00:00 AM,Windsor, Nova Scotia,42,35,44,0,0,0
12/31/2012 12:00:00 AM,Windsor, Nova Scotia,52,47,54,0,0,0
12/31/2011 12:00:00 AM,Windsor, Nova Scotia,47,42,49,0,0,0
12/31/2010 12:00:00 AM,Windsor, Nova Scotia,46,38,49,0,0,0
12/31/2017 12:00:00 AM,Yarmouth, Nova Scotia,111,131,103,0,0,0
12/31/2016 12:00:00 AM,Yarmouth, Nova Scotia,136,198,114,0,0,0
12/31/2015 12:00:00 AM,Yarmouth, Nova Scotia,156,184,145,0,0,0
12/31/2014 12:00:00 AM,Yarmouth, Nova Scotia,120,111,123,0,0,0
12/31/2013 12:00:00 AM,Yarmouth, Nova Scotia,131,109,139,0,0,0
12/31/2012 12:00:00 AM,Yarmouth, Nova Scotia,135,171,122,0,0,0
12/31/2011 12:00:00 AM,Yarmouth, Nova Scotia,150,131,157,0,0,0
12/31/2010 12:00:00 AM,Yarmouth, Nova Scotia,137,115,145,0,0,0
12/31/2017 12:00:00 AM,Yarmouth, Nova Scotia,42,38,43,0,0,0
12/31/2016 12:00:00 AM,Yarmouth, Nova Scotia,44,43,45,0,0,0
12/31/2015 12:00:00 AM,Yarmouth, Nova Scotia,52,75,44,0,0,0
12/31/2014 12:00:00 AM,Yarmouth, Nova Scotia,35,31,37,0,0,0
12/31/2013 12:00:00 AM,Yarmouth, Nova Scotia,52,42,56,0,0,0
12/31/2012 12:00:00 AM,Yarmouth, Nova Scotia,52,35,59,0,0,0
12/31/2011 12:00:00 AM,Yarmouth, Nova Scotia,51,41,55,0,0,0
12/31/2010 12:00:00 AM,Yarmouth, Nova Scotia,44,30,50,0,0,0
